customer_id,recency,frequency,monetary,R_score,F_score,M_score,rfm_score,rfm_total,segment
C02038,22,5,22281.79,4,3,3,433,10,Loyal Customers
C02039,43,10,41645.98,4,4,4,444,12,Champions
C02040,39,2,3811.58,4,1,1,411,6,New Customers
C02041,177,1,3180.6,2,1,1,211,4,Lost
C02042,160,8,51877.95,2,4,4,244,10,At Risk
C02043,39,7,115826.18,4,3,5,435,12,Loyal Customers
C02044,28,17,68067.63,4,5,5,455,14,Champions
C02045,4,12,104802.5,5,5,5,555,15,Champions
C02046,56,3,18062.66,3,2,2,322,7,Potential Loyalist
C02047,32,8,34018.84,4,4,3,443,11,Loyal Customers
C02048,63,10,106906.97,3,4,5,345,12,Loyal Customers
C02049,104,9,35004.04,2,4,3,243,9,At Risk
C02050,34,9,79199.89,4,4,5,445,13,Champions
C02051,80,9,56683.64,3,4,4,344,11,Loyal Customers
C02052,222,5,16415.75,1,3,2,132,6,Potential Loyalist
C02053,719,1,10097.1,1,1,1,111,3,Lost
C02054,9,25,154902.8,5,5,5,555,15,Champions
C02055,337,4,10513.05,1,2,2,122,5,Lost
C02056,266,3,24785.23,1,2,3,123,6,Potential Loyalist
C02057,14,14,73637.21,5,5,5,555,15,Champions
C02058,8,4,9980.86,5,2,1,521,8,New Customers
C02059,190,2,39426.89,2,1,4,214,7,Potential Loyalist
C02060,64,9,48117.92,3,4,4,344,11,Loyal Customers
C02061,64,6,28578.11,3,3,3,333,9,Loyal Customers
C02062,45,3,12590.53,3,2,2,322,7,Potential Loyalist
C02063,27,3,15802.62,4,2,2,422,8,New Customers
C02064,21,12,67334.98,4,5,5,455,14,Champions
C02065,346,3,3701.87,1,2,1,121,4,Lost
C02066,98,6,67488.84,2,3,5,235,10,Potential Loyalist
C02067,41,5,23564.19,4,3,3,433,10,Loyal Customers
C02068,100,1,5318.75,2,1,1,211,4,Lost
C02070,222,3,18768.66,1,2,2,122,5,Lost
C02071,304,2,11198.99,1,1,2,112,4,Lost
C02073,78,6,19909.45,3,3,2,332,8,Loyal Customers
C02074,223,2,18691.42,1,1,2,112,4,Lost
C02075,8,35,153752.86,5,5,5,555,15,Champions
C02076,18,14,101540.14,5,5,5,555,15,Champions
C02077,39,12,48312.55,4,5,4,454,13,Champions
C02078,101,4,9447.07,2,2,1,221,5,Lost
C02079,255,5,23209.48,1,3,3,133,7,Potential Loyalist
C02080,194,5,35585.63,2,3,3,233,8,Potential Loyalist
C02081,412,1,2237.59,1,1,1,111,3,Lost
C02082,115,7,37268.17,2,3,3,233,8,Potential Loyalist
C02083,495,2,4180.92,1,1,1,111,3,Lost
C02084,151,10,51412.81,2,4,4,244,10,At Risk
C02085,11,8,35117.66,5,4,3,543,12,Loyal Customers
C02086,460,1,5804.65,1,1,1,111,3,Lost
C02087,225,3,16136.1,1,2,2,122,5,Lost
C02088,140,2,5886.03,2,1,1,211,4,Lost
C02089,156,5,19880.95,2,3,2,232,7,Potential Loyalist
C02091,238,1,2240.38,1,1,1,111,3,Lost
C02092,66,3,30871.74,3,2,3,323,8,Potential Loyalist
C02093,27,8,50027.3,4,4,4,444,12,Champions
C02094,439,1,979.82,1,1,1,111,3,Lost
C02095,241,2,8386.48,1,1,1,111,3,Lost
C02096,6,14,72793.21,5,5,5,555,15,Champions
C02097,56,3,6645.55,3,2,1,321,6,Potential Loyalist
C02098,367,1,801.36,1,1,1,111,3,Lost
C02099,27,9,68936.45,4,4,5,445,13,Champions
C02100,240,5,20873.33,1,3,2,132,6,Potential Loyalist
C02101,20,5,19906.87,4,3,2,432,9,Loyal Customers
C02102,264,4,11369.43,1,2,2,122,5,Lost
C02103,136,4,15364.3,2,2,2,222,6,Lost
C02104,89,2,12151.58,2,1,2,212,5,Lost
C02106,147,10,66709.2,2,4,5,245,11,At Risk
C02107,78,5,28841.97,3,3,3,333,9,Loyal Customers
C02108,89,3,26014.34,2,2,3,223,7,Potential Loyalist
C02109,421,3,5204.24,1,2,1,121,4,Lost
C02110,58,4,37651.9,3,2,4,324,9,Potential Loyalist
C02111,325,8,25209.01,1,4,3,143,8,At Risk
C02112,5,15,98193.11,5,5,5,555,15,Champions
C02113,49,6,38482.62,3,3,4,334,10,Loyal Customers
C02114,33,6,38223.28,4,3,4,434,11,Loyal Customers
C02115,25,17,77939.02,4,5,5,455,14,Champions
C02116,31,29,225827.24,4,5,5,455,14,Champions
C02117,50,5,14035.95,3,3,2,332,8,Loyal Customers
C02118,322,1,7089.12,1,1,1,111,3,Lost
C02119,340,5,27063.94,1,3,3,133,7,Potential Loyalist
C02120,130,9,74104.45,2,4,5,245,11,At Risk
C02121,238,6,19303.6,1,3,2,132,6,Potential Loyalist
C02122,263,1,4484.15,1,1,1,111,3,Lost
C02123,2,9,39991.53,5,4,4,544,13,Champions
C02125,54,11,66387.42,3,4,5,345,12,Loyal Customers
C02126,115,2,7414.19,2,1,1,211,4,Lost
C02128,344,3,10295.24,1,2,2,122,5,Lost
C02129,5,14,46431.05,5,5,4,554,14,Champions
C02130,16,7,41562.65,5,3,4,534,12,Loyal Customers
C02131,86,18,84867.91,2,5,5,255,12,At Risk
C02132,22,3,10251.72,4,2,2,422,8,New Customers
C02133,3,17,94831.54,5,5,5,555,15,Champions
C02134,236,3,15608.75,1,2,2,122,5,Lost
C02135,238,5,11487.67,1,3,2,132,6,Potential Loyalist
C02136,115,1,8564.24,2,1,1,211,4,Lost
C02137,36,19,121940.05,4,5,5,455,14,Champions
C02138,19,18,65413.37,5,5,5,555,15,Champions
C02140,55,5,30315.9,3,3,3,333,9,Loyal Customers
C02141,92,1,792.18,2,1,1,211,4,Lost
C02142,61,16,60589.0,3,5,4,354,12,Loyal Customers
C02143,46,6,27042.54,3,3,3,333,9,Loyal Customers
C02144,2,8,58452.07,5,4,4,544,13,Champions
C02145,47,7,9823.42,3,3,1,331,7,Loyal Customers
C02146,1,4,29967.41,5,2,3,523,10,New Customers
C02147,75,6,42697.33,3,3,4,334,10,Loyal Customers
C02148,8,12,67582.94,5,5,5,555,15,Champions
C02149,42,5,32122.85,4,3,3,433,10,Loyal Customers
C02150,279,2,18576.59,1,1,2,112,4,Lost
C02151,496,1,445.07,1,1,1,111,3,Lost
C02153,36,2,8807.5,4,1,1,411,6,New Customers
C02154,75,8,20393.32,3,4,2,342,9,Loyal Customers
C02155,168,5,40756.07,2,3,4,234,9,Potential Loyalist
C02156,4,3,12131.34,5,2,2,522,9,New Customers
C02157,368,1,1285.98,1,1,1,111,3,Lost
C02158,45,15,58581.42,3,5,4,354,12,Loyal Customers
C02159,278,6,27718.87,1,3,3,133,7,Potential Loyalist
C02160,41,4,20217.44,4,2,2,422,8,New Customers
C02161,384,2,14977.05,1,1,2,112,4,Lost
C02162,8,10,41601.44,5,4,4,544,13,Champions
C02163,601,1,2708.29,1,1,1,111,3,Lost
C02164,15,9,45795.2,5,4,4,544,13,Champions
C02165,67,14,43490.23,3,5,4,354,12,Loyal Customers
C02166,10,4,26140.33,5,2,3,523,10,New Customers
C02167,74,3,8678.75,3,2,1,321,6,Potential Loyalist
C02168,4,29,137463.91,5,5,5,555,15,Champions
C02169,52,2,12769.84,3,1,2,312,6,Potential Loyalist
C02170,22,2,2182.92,4,1,1,411,6,New Customers
C02172,59,6,56841.07,3,3,4,334,10,Loyal Customers
C02173,66,7,34525.49,3,3,3,333,9,Loyal Customers
C02174,21,6,31399.21,4,3,3,433,10,Loyal Customers
C02175,58,5,12835.76,3,3,2,332,8,Loyal Customers
C02176,36,5,39834.72,4,3,4,434,11,Loyal Customers
C02177,13,2,12876.11,5,1,2,512,8,New Customers
C02178,1,2,10636.88,5,1,2,512,8,New Customers
C02179,75,3,14711.83,3,2,2,322,7,Potential Loyalist
C02180,21,11,48128.44,4,4,4,444,12,Champions
C02182,102,3,21504.95,2,2,2,222,6,Lost
C02183,17,5,12300.78,5,3,2,532,10,Loyal Customers
C02184,443,5,12513.55,1,3,2,132,6,Potential Loyalist
C02185,86,3,5866.25,2,2,1,221,5,Lost
C02186,581,1,21914.6,1,1,3,113,5,Potential Loyalist
C02187,292,4,16370.51,1,2,2,122,5,Lost
C02188,483,3,2697.08,1,2,1,121,4,Lost
C02189,2,29,106453.99,5,5,5,555,15,Champions
C02190,66,6,10751.48,3,3,2,332,8,Loyal Customers
C02191,33,25,88227.12,4,5,5,455,14,Champions
C02192,19,12,81864.5,5,5,5,555,15,Champions
C02193,84,4,13559.83,2,2,2,222,6,Lost
C02194,3,8,21310.06,5,4,2,542,11,Loyal Customers
C02195,28,12,50180.3,4,5,4,454,13,Champions
C02196,23,10,93811.62,4,4,5,445,13,Champions
C02197,46,12,77363.37,3,5,5,355,13,Loyal Customers
C02198,28,32,211352.11,4,5,5,455,14,Champions
C02199,80,9,30026.03,3,4,3,343,10,Loyal Customers
C02200,49,1,623.81,3,1,1,311,5,Potential Loyalist
C02201,200,5,68104.33,2,3,5,235,10,Potential Loyalist
C02202,56,8,47830.39,3,4,4,344,11,Loyal Customers
C02203,363,3,16198.99,1,2,2,122,5,Lost
C02204,21,22,145430.62,4,5,5,455,14,Champions
C02205,386,4,33765.75,1,2,3,123,6,Potential Loyalist
C02206,11,7,15856.96,5,3,2,532,10,Loyal Customers
C02207,51,10,39190.34,3,4,4,344,11,Loyal Customers
C02208,12,11,31218.62,5,4,3,543,12,Loyal Customers
C02209,3,9,30887.15,5,4,3,543,12,Loyal Customers
C02210,55,16,63741.05,3,5,5,355,13,Loyal Customers
C02212,656,1,1860.78,1,1,1,111,3,Lost
C02213,7,7,37305.26,5,3,4,534,12,Loyal Customers
C02214,21,17,87429.81,4,5,5,455,14,Champions
C02215,131,9,73470.76,2,4,5,245,11,At Risk
C02216,39,3,12954.5,4,2,2,422,8,New Customers
C02217,20,47,200044.47,4,5,5,455,14,Champions
C02218,59,10,29840.23,3,4,3,343,10,Loyal Customers
C02219,13,34,184612.73,5,5,5,555,15,Champions
C02220,4,14,73213.15,5,5,5,555,15,Champions
C02221,45,8,32297.0,3,4,3,343,10,Loyal Customers
C02222,103,4,8098.79,2,2,1,221,5,Lost
C02223,9,4,42134.97,5,2,4,524,11,New Customers
C02224,20,11,59855.18,4,4,4,444,12,Champions
C02225,43,7,13155.18,4,3,2,432,9,Loyal Customers
C02226,189,3,29097.58,2,2,3,223,7,Potential Loyalist
C02227,72,4,35476.87,3,2,3,323,8,Potential Loyalist
C02228,18,13,32757.84,5,5,3,553,13,Loyal Customers
C02229,29,6,26140.57,4,3,3,433,10,Loyal Customers
C02230,303,5,78623.7,1,3,5,135,9,Potential Loyalist
C02231,9,9,79297.16,5,4,5,545,14,Champions
C02232,192,11,49436.52,2,4,4,244,10,At Risk
C02233,54,10,52779.75,3,4,4,344,11,Loyal Customers
C02234,121,4,17873.08,2,2,2,222,6,Lost
C02235,138,1,3232.47,2,1,1,211,4,Lost
C02236,412,1,3678.02,1,1,1,111,3,Lost
C02237,70,2,20549.16,3,1,2,312,6,Potential Loyalist
C02238,235,2,5571.48,1,1,1,111,3,Lost
C02239,104,3,22927.65,2,2,3,223,7,Potential Loyalist
C02240,34,11,48069.99,4,4,4,444,12,Champions
C02241,45,8,49352.66,3,4,4,344,11,Loyal Customers
C02242,389,1,4050.48,1,1,1,111,3,Lost
C02243,63,3,5353.69,3,2,1,321,6,Potential Loyalist
C02244,4,3,6701.07,5,2,1,521,8,New Customers
C02245,55,4,9010.09,3,2,1,321,6,Potential Loyalist
C02246,113,3,5929.68,2,2,1,221,5,Lost
C02247,156,2,16644.7,2,1,2,212,5,Lost
C02248,216,8,52237.52,1,4,4,144,9,At Risk
C02249,431,4,7762.94,1,2,1,121,4,Lost
C02250,269,7,39935.87,1,3,4,134,8,Potential Loyalist
C02251,43,10,58090.12,4,4,4,444,12,Champions
C02252,22,3,17740.22,4,2,2,422,8,New Customers
C02253,94,3,44035.99,2,2,4,224,8,Potential Loyalist
C02254,7,4,30032.16,5,2,3,523,10,New Customers
C02255,9,15,100839.04,5,5,5,555,15,Champions
C02256,279,1,10473.64,1,1,2,112,4,Lost
C02257,50,9,51165.57,3,4,4,344,11,Loyal Customers
C02258,435,3,7142.94,1,2,1,121,4,Lost
C02259,47,18,104990.64,3,5,5,355,13,Loyal Customers
C02260,443,1,2829.63,1,1,1,111,3,Lost
C02261,29,11,52151.57,4,4,4,444,12,Champions
C02262,52,9,25739.89,3,4,3,343,10,Loyal Customers
C02263,146,3,9367.82,2,2,1,221,5,Lost
C02264,64,13,37777.14,3,5,4,354,12,Loyal Customers
C02265,3,6,40136.86,5,3,4,534,12,Loyal Customers
C02266,36,2,2480.44,4,1,1,411,6,New Customers
C02267,146,3,9346.95,2,2,1,221,5,Lost
C02268,403,3,14394.48,1,2,2,122,5,Lost
C02269,29,5,25377.86,4,3,3,433,10,Loyal Customers
C02270,89,9,71493.99,2,4,5,245,11,At Risk
C02271,6,18,73024.22,5,5,5,555,15,Champions
C02272,14,10,53342.46,5,4,4,544,13,Champions
C02273,325,1,1528.12,1,1,1,111,3,Lost
C02274,2,4,9467.0,5,2,1,521,8,New Customers
C02275,77,13,75369.01,3,5,5,355,13,Loyal Customers
C02276,344,4,15849.34,1,2,2,122,5,Lost
C02277,34,4,14069.66,4,2,2,422,8,New Customers
C02278,46,3,7341.73,3,2,1,321,6,Potential Loyalist
C02279,158,2,18839.75,2,1,2,212,5,Lost
C02280,39,23,99597.25,4,5,5,455,14,Champions
C02281,44,12,75961.6,3,5,5,355,13,Loyal Customers
C02282,71,8,74581.4,3,4,5,345,12,Loyal Customers
C02283,143,3,5326.56,2,2,1,221,5,Lost
C02284,256,2,17164.95,1,1,2,112,4,Lost
C02285,32,11,86521.73,4,4,5,445,13,Champions
C02286,63,1,2244.74,3,1,1,311,5,Potential Loyalist
C02287,40,14,62011.42,4,5,4,454,13,Champions
C02288,44,6,25256.73,3,3,3,333,9,Loyal Customers
C02289,3,9,34421.91,5,4,3,543,12,Loyal Customers
C02291,91,1,1602.72,2,1,1,211,4,Lost
C02293,9,15,86185.54,5,5,5,555,15,Champions
C02294,29,7,22042.33,4,3,3,433,10,Loyal Customers
C02295,68,2,9779.74,3,1,1,311,5,Potential Loyalist
C02296,220,1,14726.19,1,1,2,112,4,Lost
C02297,14,20,122511.86,5,5,5,555,15,Champions
C02298,14,14,81978.66,5,5,5,555,15,Champions
C02300,71,7,45371.83,3,3,4,334,10,Loyal Customers
C02301,71,7,37177.39,3,3,3,333,9,Loyal Customers
C02302,48,7,59185.86,3,3,4,334,10,Loyal Customers
C02303,167,5,28251.63,2,3,3,233,8,Potential Loyalist
C02304,94,14,73406.63,2,5,5,255,12,At Risk
C02305,30,5,33109.13,4,3,3,433,10,Loyal Customers
C02306,29,14,76137.88,4,5,5,455,14,Champions
C02307,2,5,4395.74,5,3,1,531,9,Loyal Customers
C02308,44,11,51591.24,3,4,4,344,11,Loyal Customers
C02309,40,11,26451.31,4,4,3,443,11,Loyal Customers
C02310,123,10,40338.1,2,4,4,244,10,At Risk
C02311,399,2,19681.39,1,1,2,112,4,Lost
C02312,20,7,50391.83,4,3,4,434,11,Loyal Customers
C02313,157,6,29784.92,2,3,3,233,8,Potential Loyalist
C02314,24,3,23822.6,4,2,3,423,9,New Customers
C02315,51,9,38004.95,3,4,4,344,11,Loyal Customers
C02316,99,7,14371.33,2,3,2,232,7,Potential Loyalist
C02317,34,8,24131.87,4,4,3,443,11,Loyal Customers
C02318,28,4,32851.42,4,2,3,423,9,New Customers
C02319,8,23,99641.83,5,5,5,555,15,Champions
C02320,415,3,22029.23,1,2,3,123,6,Potential Loyalist
C02321,53,5,23542.72,3,3,3,333,9,Loyal Customers
C02322,74,5,16408.96,3,3,2,332,8,Loyal Customers
C02323,65,7,22900.09,3,3,3,333,9,Loyal Customers
C02324,38,5,14129.3,4,3,2,432,9,Loyal Customers
C02325,32,5,15633.07,4,3,2,432,9,Loyal Customers
C02326,14,4,17382.6,5,2,2,522,9,New Customers
C02327,3,6,19862.57,5,3,2,532,10,Loyal Customers
C02328,192,3,19346.3,2,2,2,222,6,Lost
C02329,368,2,6522.91,1,1,1,111,3,Lost
C02331,178,4,10060.91,2,2,1,221,5,Lost
C02332,37,8,49944.49,4,4,4,444,12,Champions
C02333,71,10,34180.06,3,4,3,343,10,Loyal Customers
C02334,3,23,86667.92,5,5,5,555,15,Champions
C02335,75,16,151531.15,3,5,5,355,13,Loyal Customers
C02336,150,10,49449.86,2,4,4,244,10,At Risk
C02337,5,7,38445.96,5,3,4,534,12,Loyal Customers
C02338,31,7,46397.66,4,3,4,434,11,Loyal Customers
C02340,142,3,9523.76,2,2,1,221,5,Lost
C02341,69,7,48423.57,3,3,4,334,10,Loyal Customers
C02342,36,11,79443.63,4,4,5,445,13,Champions
C02344,367,2,2630.42,1,1,1,111,3,Lost
C02345,178,3,11576.9,2,2,2,222,6,Lost
C02346,526,1,453.15,1,1,1,111,3,Lost
C02347,119,2,16929.26,2,1,2,212,5,Lost
C02348,30,11,47882.97,4,4,4,444,12,Champions
C02349,125,4,16286.32,2,2,2,222,6,Lost
C02350,21,1,477.0,4,1,1,411,6,New Customers
C02351,39,17,106152.44,4,5,5,455,14,Champions
C02352,5,27,143754.44,5,5,5,555,15,Champions
C02353,69,5,14579.12,3,3,2,332,8,Loyal Customers
C02354,10,19,99020.22,5,5,5,555,15,Champions
C02355,83,3,7703.81,2,2,1,221,5,Lost
C02357,108,8,60600.72,2,4,4,244,10,At Risk
C02358,59,7,34783.22,3,3,3,333,9,Loyal Customers
C02359,6,6,42765.4,5,3,4,534,12,Loyal Customers
C02360,238,1,2054.86,1,1,1,111,3,Lost
C02361,2,32,197955.98,5,5,5,555,15,Champions
C02362,56,11,79576.99,3,4,5,345,12,Loyal Customers
C02363,37,7,19121.24,4,3,2,432,9,Loyal Customers
C02364,7,16,87698.17,5,5,5,555,15,Champions
C02365,9,29,129363.07,5,5,5,555,15,Champions
C02366,33,17,117535.02,4,5,5,455,14,Champions
C02367,125,11,30322.23,2,4,3,243,9,At Risk
C02368,6,7,27546.56,5,3,3,533,11,Loyal Customers
C02369,381,1,39334.94,1,1,4,114,6,Potential Loyalist
C02370,226,4,24085.78,1,2,3,123,6,Potential Loyalist
C02371,27,7,37255.92,4,3,3,433,10,Loyal Customers
C02372,59,8,43272.64,3,4,4,344,11,Loyal Customers
C02373,37,5,37295.52,4,3,3,433,10,Loyal Customers
C02374,47,2,10424.7,3,1,2,312,6,Potential Loyalist
C02375,4,11,37429.15,5,4,4,544,13,Champions
C02376,50,4,8312.48,3,2,1,321,6,Potential Loyalist
C02377,28,29,111251.77,4,5,5,455,14,Champions
C02379,159,3,6494.11,2,2,1,221,5,Lost
C02380,5,15,86238.83,5,5,5,555,15,Champions
C02381,40,7,35213.35,4,3,3,433,10,Loyal Customers
C02382,81,5,23298.41,3,3,3,333,9,Loyal Customers
C02384,397,3,32131.52,1,2,3,123,6,Potential Loyalist
C02385,228,2,11335.55,1,1,2,112,4,Lost
C02386,54,6,17634.66,3,3,2,332,8,Loyal Customers
C02387,511,1,1647.28,1,1,1,111,3,Lost
C02388,88,3,33423.79,2,2,3,223,7,Potential Loyalist
C02389,36,7,16493.75,4,3,2,432,9,Loyal Customers
C02390,76,6,22286.07,3,3,3,333,9,Loyal Customers
C02391,602,1,1365.65,1,1,1,111,3,Lost
C02392,373,2,9659.97,1,1,1,111,3,Lost
C02393,18,18,100073.49,5,5,5,555,15,Champions
C02396,3,20,108735.37,5,5,5,555,15,Champions
C02397,110,6,41330.76,2,3,4,234,9,Potential Loyalist
C02398,64,10,48834.71,3,4,4,344,11,Loyal Customers
C02399,23,3,14390.52,4,2,2,422,8,New Customers
C02400,34,7,18967.51,4,3,2,432,9,Loyal Customers
C02401,70,11,40438.51,3,4,4,344,11,Loyal Customers
C02402,3,8,39943.11,5,4,4,544,13,Champions
C02403,215,3,13429.31,2,2,2,222,6,Lost
C02404,20,9,36408.81,4,4,3,443,11,Loyal Customers
C02405,79,4,49585.71,3,2,4,324,9,Potential Loyalist
C02406,143,2,15454.01,2,1,2,212,5,Lost
C02407,7,4,34490.63,5,2,3,523,10,New Customers
C02408,22,21,108768.23,4,5,5,455,14,Champions
C02409,52,9,35653.93,3,4,3,343,10,Loyal Customers
C02410,18,13,76792.77,5,5,5,555,15,Champions
C02411,169,2,16446.74,2,1,2,212,5,Lost
C02412,50,14,46974.1,3,5,4,354,12,Loyal Customers
C02413,91,13,80506.47,2,5,5,255,12,At Risk
C02414,302,3,1469.44,1,2,1,121,4,Lost
C02415,63,3,7143.7,3,2,1,321,6,Potential Loyalist
C02416,12,16,110660.15,5,5,5,555,15,Champions
C02417,5,17,142483.21,5,5,5,555,15,Champions
C02418,278,3,4861.71,1,2,1,121,4,Lost
C02419,56,1,1351.25,3,1,1,311,5,Potential Loyalist
C02420,66,8,40518.2,3,4,4,344,11,Loyal Customers
C02421,2,20,86633.22,5,5,5,555,15,Champions
C02422,56,4,27328.62,3,2,3,323,8,Potential Loyalist
C02423,2,12,46548.38,5,5,4,554,14,Champions
C02424,1,9,38794.56,5,4,4,544,13,Champions
C02425,456,1,5321.65,1,1,1,111,3,Lost
C02426,60,18,82185.89,3,5,5,355,13,Loyal Customers
C02427,10,28,119127.95,5,5,5,555,15,Champions
C02428,23,12,71847.42,4,5,5,455,14,Champions
C02429,35,3,40207.7,4,2,4,424,10,New Customers
C02430,136,14,98125.85,2,5,5,255,12,At Risk
C02431,205,7,95680.91,2,3,5,235,10,Potential Loyalist
C02432,302,1,1488.62,1,1,1,111,3,Lost
C02433,17,9,43268.25,5,4,4,544,13,Champions
C02434,397,1,2700.31,1,1,1,111,3,Lost
C02435,49,17,108599.53,3,5,5,355,13,Loyal Customers
C02436,86,13,33983.02,2,5,3,253,10,At Risk
C02437,127,6,23709.25,2,3,3,233,8,Potential Loyalist
C02438,47,8,35519.78,3,4,3,343,10,Loyal Customers
C02439,100,7,52770.0,2,3,4,234,9,Potential Loyalist
C02440,29,1,651.19,4,1,1,411,6,New Customers
C02441,7,6,29983.13,5,3,3,533,11,Loyal Customers
C02442,205,3,15486.2,2,2,2,222,6,Lost
C02443,6,9,38968.96,5,4,4,544,13,Champions
C02444,114,9,47561.38,2,4,4,244,10,At Risk
C02447,15,11,47822.79,5,4,4,544,13,Champions
C02448,20,6,21713.77,4,3,3,433,10,Loyal Customers
C02449,38,3,5792.34,4,2,1,421,7,New Customers
C02450,3,5,11940.53,5,3,2,532,10,Loyal Customers
C02452,234,4,13902.59,1,2,2,122,5,Lost
C02453,30,8,11390.65,4,4,2,442,10,Loyal Customers
C02454,13,16,77263.73,5,5,5,555,15,Champions
C02455,603,1,477.0,1,1,1,111,3,Lost
C02456,31,5,12812.81,4,3,2,432,9,Loyal Customers
C02457,32,9,39832.6,4,4,4,444,12,Champions
C02458,241,7,10029.14,1,3,1,131,5,Potential Loyalist
C02459,23,15,112979.87,4,5,5,455,14,Champions
C02460,54,7,27355.48,3,3,3,333,9,Loyal Customers
C02461,30,16,58277.5,4,5,4,454,13,Champions
C02462,5,12,73832.17,5,5,5,555,15,Champions
C02463,514,4,6361.89,1,2,1,121,4,Lost
C02464,33,10,39511.56,4,4,4,444,12,Champions
C02465,39,15,55085.07,4,5,4,454,13,Champions
C02466,184,2,6134.52,2,1,1,211,4,Lost
C02467,8,8,26559.61,5,4,3,543,12,Loyal Customers
C02468,46,17,60216.5,3,5,4,354,12,Loyal Customers
C02469,17,13,75873.51,5,5,5,555,15,Champions
C02470,76,12,51012.03,3,5,4,354,12,Loyal Customers
C02472,54,2,9310.69,3,1,1,311,5,Potential Loyalist
C02473,399,1,3435.35,1,1,1,111,3,Lost
C02474,19,11,44944.49,5,4,4,544,13,Champions
C02475,8,9,47685.18,5,4,4,544,13,Champions
C02476,56,11,60428.76,3,4,4,344,11,Loyal Customers
C02477,59,4,10534.89,3,2,2,322,7,Potential Loyalist
C02478,18,17,91998.92,5,5,5,555,15,Champions
C02479,39,3,12116.53,4,2,2,422,8,New Customers
C02480,647,1,9806.32,1,1,1,111,3,Lost
C02481,187,1,5372.31,2,1,1,211,4,Lost
C02482,11,4,11134.73,5,2,2,522,9,New Customers
C02483,22,5,20208.72,4,3,2,432,9,Loyal Customers
C02484,127,6,17032.4,2,3,2,232,7,Potential Loyalist
C02485,372,3,14288.08,1,2,2,122,5,Lost
C02486,316,4,8632.68,1,2,1,121,4,Lost
C02487,6,16,120661.56,5,5,5,555,15,Champions
C02488,223,8,31930.01,1,4,3,143,8,At Risk
C02489,32,4,18560.49,4,2,2,422,8,New Customers
C02490,66,4,11154.78,3,2,2,322,7,Potential Loyalist
C02491,35,9,29163.86,4,4,3,443,11,Loyal Customers
C02492,203,3,19101.95,2,2,2,222,6,Lost
C02493,356,4,32131.32,1,2,3,123,6,Potential Loyalist
C02494,88,6,57831.21,2,3,4,234,9,Potential Loyalist
C02495,49,30,241454.17,3,5,5,355,13,Loyal Customers
C02496,187,4,16280.43,2,2,2,222,6,Lost
C02497,123,12,45591.3,2,5,4,254,11,At Risk
C02498,67,5,55366.57,3,3,4,334,10,Loyal Customers
C02499,1,5,22302.0,5,3,3,533,11,Loyal Customers
C02500,229,4,14966.73,1,2,2,122,5,Lost
C02501,315,4,12490.24,1,2,2,122,5,Lost
C02502,199,4,30469.05,2,2,3,223,7,Potential Loyalist
C02503,416,2,17612.61,1,1,2,112,4,Lost
C02504,16,11,51922.95,5,4,4,544,13,Champions
C02505,52,5,21494.15,3,3,2,332,8,Loyal Customers
C02506,62,9,36983.97,3,4,3,343,10,Loyal Customers
C02507,9,17,124365.59,5,5,5,555,15,Champions
C02508,113,4,8731.98,2,2,1,221,5,Lost
C02509,2,10,73071.54,5,4,5,545,14,Champions
C02510,63,16,54138.14,3,5,4,354,12,Loyal Customers
C02511,2,4,30676.88,5,2,3,523,10,New Customers
C02512,55,2,5627.97,3,1,1,311,5,Potential Loyalist
C02513,3,26,113441.34,5,5,5,555,15,Champions
C02514,289,3,28873.89,1,2,3,123,6,Potential Loyalist
C02515,6,15,73889.08,5,5,5,555,15,Champions
C02516,34,10,38801.21,4,4,4,444,12,Champions
C02517,106,6,21251.94,2,3,2,232,7,Potential Loyalist
C02518,370,1,11381.45,1,1,2,112,4,Lost
C02519,17,6,35532.46,5,3,3,533,11,Loyal Customers
C02520,351,3,19103.25,1,2,2,122,5,Lost
C02521,99,2,12553.62,2,1,2,212,5,Lost
C02522,7,13,63590.04,5,5,5,555,15,Champions
C02523,59,4,15889.2,3,2,2,322,7,Potential Loyalist
C02524,464,1,15424.09,1,1,2,112,4,Lost
C02525,19,22,108396.09,5,5,5,555,15,Champions
C02526,60,5,33245.1,3,3,3,333,9,Loyal Customers
C02527,395,2,10618.61,1,1,2,112,4,Lost
C02528,290,1,1590.3,1,1,1,111,3,Lost
C02529,9,26,163745.31,5,5,5,555,15,Champions
C02530,14,31,120738.47,5,5,5,555,15,Champions
C02531,24,13,76046.28,4,5,5,455,14,Champions
C02533,60,8,52706.37,3,4,4,344,11,Loyal Customers
C02534,15,12,64741.18,5,5,5,555,15,Champions
C02535,250,6,51132.39,1,3,4,134,8,Potential Loyalist
C02536,136,5,32179.08,2,3,3,233,8,Potential Loyalist
C02537,40,2,9898.99,4,1,1,411,6,New Customers
C02538,57,11,64808.99,3,4,5,345,12,Loyal Customers
C02540,124,8,52436.49,2,4,4,244,10,At Risk
C02541,4,25,155328.86,5,5,5,555,15,Champions
C02542,136,8,21095.83,2,4,2,242,8,At Risk
C02543,249,3,24347.06,1,2,3,123,6,Potential Loyalist
C02544,11,22,129156.42,5,5,5,555,15,Champions
C02545,289,5,24979.39,1,3,3,133,7,Potential Loyalist
C02546,4,7,27940.41,5,3,3,533,11,Loyal Customers
